股票代码,股票简称,最新价,最新涨跌幅,上榜日期,营业部名称,营业部类型,营业部排名,营业部买入金额,该营业部买入金额占总成交比例,营业部卖出金额,该营业部卖出金额占总成交比例,营业部净额,营业部买卖方向,上榜原因,营业部上榜类型,上市交易日天数,code
600501.SH,航天晨光,17.13,10.019,20240531,财通证券股份有限公司杭州上塘路证券营业部,游资营业部,2,12003431.12,1.057389,0.0,0.0,12003431.12,买入金额最大的前5名,日涨幅偏离值达7%的证券,单日榜,5572,600501
603390.SH,通达电气,8.16,-5.991,20240531,财通证券股份有限公司杭州上塘路证券营业部,游资营业部,1,0.0,0.0,8173451.27,1.999208,-8173451.27,卖出金额最大的前5名,日振幅值达15%的证券,单日榜,1095,603390
002977.SZ,天箭科技,34.85,9.145,20240531,财通证券股份有限公司杭州上塘路证券营业部,游资营业部,3,7095847.12,1.311375,82919.0,0.015324,7012928.12,买入金额最大的前5名,日换手率达20%的证券,单日榜,1021,002977
600992.SH,贵绳股份,14.87,9.985,20240531,财通证券股份有限公司杭州上塘路证券营业部,游资营业部,2,14721196.0,0.799165,0.0,0.0,14721196.0,买入金额最大的前5名,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,4875,600992
