股票代码,股票简称,最新价,营业部交易日期,当日龙虎榜买入金额,当日龙虎榜净额,当日龙虎榜卖出金额,当日上榜原因,龙虎榜上榜类型,上市交易日天数,涨跌幅:前复权,涨停原因类别,当日龙虎榜净额/当日龙虎榜买入金额,当日龙虎榜净额/当日龙虎榜买入金额排名,a股市值不含限售股,开盘价:前复权,最高价:前复权,最低价:前复权,收盘价:前复权,振幅,成交量,code
002428.SZ,云南锗业,62.0,20260417,1298675061.36,919196354.63,379478706.73,日涨幅偏离值达7%的证券,单日榜,3850,10.00709723207949,磷化铟扩产+光纤级锗+商业航天,0.7077954924824676,3/67,40488209000.000,60.53,62.0,59.07,62.0,5.199,100529253,002428
002281.SZ,光迅科技,116.83,20260417,1882480769.96,1253622147.05,628858622.91,日涨幅偏离值达7%的证券,单日榜,4043,9.999058469070714,CPO+央企重组+3.2T硅光模块,0.6659415421686552,4/67,91066340000.000,110.99,116.83,110.11,116.83,6.327,62361124,002281
600707.SH,彩虹股份,7.79,20260417,163951889.52,92621635.2,71330254.32,日涨幅偏离值达7%的证券,单日榜,7256,10.028248587570621,玻璃基板+ITC胜诉+国企改革,0.5649317947549568,6/67,27947947000.000,7.1,7.79,7.09,7.79,9.887,118571095,600707
600152.SH,维科技术,13.9,20260417,234717033.6,113244124.1,121472909.5,日振幅值达15%的证券,单日榜,6754,9.968354430379744,钠电储能龙头+锂电产业链+电池项目投资,0.48247083887822273,10/67,7354203300.000,12.22,13.9,12.05,13.9,14.636,116238008,600152
600961.SH,株冶集团,22.09,20260417,113209217.11,54139047.63,59070169.48,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,5254,10.00996015936256,一季报增长+锌铅冶炼+黄金+央企控股,0.4782211997579285,11/67,16607536000.000,22.09,22.09,22.09,22.09,0.000,4664681,600961
600552.SH,凯盛科技,15.02,20260417,233382141.72,104546601.24,128835540.48,日涨幅偏离值达7%的证券,单日榜,5691,10.03663003663003,UTG量产+TGV玻璃技术+球形硅微粉+商业航天,0.4479631580612954,13/67,14187996000.000,13.58,15.02,13.52,15.02,10.989,100136617,600552
002940.SZ,昂利康,39.16,20260417,336751606.14,145692317.14,191059289.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,1816,9.999999999999988,创新药+克立硼罗+原料药,0.4326403036647444,14/67,7255387300.000,35.96,39.16,35.87,39.16,9.242,39683450,002940
002771.SZ,真视通,18.52,20260417,211638996.17,75259022.16,136379974.01,日换手率达20%的证券,单日榜,2625,0.8165487207403297,,0.35560092195649917,20/67,3232011400.000,20.21,20.21,18.5,18.52,9.309,77043293,002771
603922.SH,金鸿顺,21.51,20260417,44562617.8,15571827.8,28990790.0,日涨幅偏离值达7%的证券,单日榜,2060,10.025575447570336,新能源电池托盘+汽车零部件+控制权变更风险,0.3494370072666602,21/67,3854592000.000,19.57,21.51,19.25,21.51,11.560,8453520,603922
002796.SZ,世嘉科技,53.35,20260417,248551656.02,81869319.14,166682336.88,日涨幅偏离值达7%的证券,单日榜,2414,10.000000000000002,CPO光模块+精密箱体+移动通信,0.3293855307623148,23/67,12148232600.000,48.66,53.35,47.9,53.35,11.237,31589837,002796
603315.SH,福鞍股份,18.52,20260417,264869144.32,78238964.32,186630180.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,2669,9.976247030878858,燃气轮机+核电铸件+水电转轮,0.2953872355379986,24/67,5933183200.000,17.01,18.52,17.01,18.52,8.967,67140295,603315
002565.SZ,顺灏股份,18.92,20260417,520200473.65,149364116.28,370836357.37,日换手率达20%的证券,单日榜,3664,6.591549295774658,,0.28712798977667753,25/67,20054139000.000,17.86,19.39,17.2,18.92,12.338,305779940,002565
002297.SZ,博云新材,17.69,20260417,286923547.49,76300043.5,210623503.99,日涨幅偏离值达7%的证券,单日榜,4016,10.012437810945292,一季报业绩预增+商业航天+硬质合金,0.265924648455907,27/67,10138224200.000,17.01,17.69,16.74,17.69,5.908,115693407,002297
600208.SH,衢州发展,3.58,20260417,128615533.94,34041149.92,94574384.02,日涨幅偏离值达7%的证券,单日榜,6500,10.153846153846157,拟并购先导电科+半导体靶材+回购+衢州国资,0.26467370524528105,28/67,30458555000.000,3.24,3.58,3.23,3.58,10.769,159374803,600208
603052.SH,可川科技,83.35,20260417,311377399.07,79221978.59,232155420.48,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,854,10.003959350666488,硅光芯片+光模块+消费电子,0.2544243057672606,29/67,15661238000.000,79.0,83.35,78.08,83.35,6.955,11251839,603052
000889.SZ,中嘉博创,5.29,20260417,132336518.08,32043363.74,100293154.34,日换手率达20%的证券,单日榜,6864,5.800000000000001,,0.24213546045264062,32/67,4601504800.000,4.85,5.44,4.81,5.29,12.600,275653880,000889
002580.SZ,圣阳股份,30.58,20260417,272092403.18,63898005.55,208194397.63,日涨幅偏离值达7%的证券,单日榜,3632,9.999999999999991,液冷储能+储能电池+固态电池+算力,0.23483935899426384,33/67,13832521000.000,29.13,30.58,29.07,30.58,5.432,82237602,002580
605222.SH,起帆电缆,28.4,20260417,237254029.42,48120266.06,189133763.36,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,1384,6.726794438181132,,0.20282170202814506,35/67,11726454500.000,26.1,28.99,26.1,28.4,10.861,26833826,605222
601778.SH,晶科科技,6.91,20260417,1007250387.79,94325170.71,912925217.08,日换手率达20%的证券,单日榜,1435,3.7537537537537538,,0.09364619944893553,37/67,24686595000.000,7.0,7.33,6.86,6.91,7.057,1091073009,601778
