股票代码,股票简称,最新价,营业部交易日期,当日龙虎榜买入金额,当日龙虎榜净额,当日龙虎榜卖出金额,当日上榜原因,龙虎榜上榜类型,当日龙虎榜净额/当日龙虎榜买入金额,当日龙虎榜净额/当日龙虎榜买入金额排名,营业部净额合计,上市交易日天数,涨跌幅:前复权,涨停原因类别,营业部买入金额合计,营业部卖出金额合计,a股市值不含限售股,开盘价:前复权,最高价:前复权,最低价:前复权,收盘价:前复权,振幅,code
603236.SH,移远通信,59.43,20260813,347112801.0,347112801.0,0.0,当日融资买入数量达到当日该证券总交易量的50％以上,单日榜,1.0,1/73,347112801.0,1718,9.99444752915047,中报增长+端侧AI+人形机器人+物联网模组,347112801.0,0.0,23947484000.000,59.43,59.43,59.43,59.43,0.0,603236
002081.SZ,金螳螂,4.81,20260813,142006379.93,97005219.31,45001160.62,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,0.6831046559867051,3/73,97005219.31,4796,10.068649885583513,洁净室+参建数据中心+海外业务+建筑装饰龙头,142006379.93,45001160.62,12718810600.000,4.81,4.81,4.81,4.81,0.0,002081
000887.SZ,中鼎股份,23.69,20260813,720525968.32,487497491.51,233028476.81,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,0.676585595723446,4/73,487497491.51,6709,9.98142989786445,腾讯云合作+算力液冷+人形机器人,720525968.32,233028476.81,31137440000.000,23.68,23.69,23.27,23.69,1.9498607242339914,000887
000887.SZ,中鼎股份,23.69,20260813,531929475.46,351670164.46,180259311.0,日涨幅偏离值达7%的证券,单日榜,0.661121785281562,5/73,487497491.51,6709,9.98142989786445,腾讯云合作+算力液冷+人形机器人,720525968.32,233028476.81,31137440000.000,23.68,23.69,23.27,23.69,1.9498607242339914,000887
002172.SZ,澳洋健康,4.13,20260813,79112578.0,51791684.0,27320894.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,0.6546580241639958,6/73,51791684.0,4590,10.13333333333333,脑机接口+医疗服务+高压氧舱+国企改革,79112578.0,27320894.0,3160031200.000,4.13,4.13,4.13,4.13,0.0,002172
600683.SH,京投发展,12.93,20260813,21024180.0,12442539.0,8581641.0,日涨幅偏离值达7%的证券,单日榜,0.5918204182041821,8/73,12442539.0,7977,10.04255319148936,资产重组+拟购光电子资产+TOD轨道物业+北京国资,21024180.0,8581641.0,9578254300.000,12.93,12.93,12.93,12.93,0.0,600683
603887.SH,城地香江,12.49,20260813,96001887.0,55210796.0,40791091.0,日涨幅偏离值达7%的证券,单日榜,0.575101154001275,9/73,55210796.0,2394,10.044052863436129,IDC全产业链+互联网企业合作+拟终止定增,96001887.0,40791091.0,7519347500.000,12.49,12.49,12.49,12.49,0.0,603887
000936.SZ,华西股份,6.34,20260813,91777288.0,51870679.54,39906608.46,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,0.5651799118317813,10/73,51870679.54,6546,10.069444444444446,间接参股光芯片+磷化铟+涤纶化纤+创投,91777288.0,39906608.46,5616525700.000,6.33,6.34,6.33,6.34,0.1736111111111074,000936
600683.SH,京投发展,12.93,20260813,21752194.0,10492077.0,11260117.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,0.4823456888992439,11/73,12442539.0,7977,10.04255319148936,资产重组+拟购光电子资产+TOD轨道物业+北京国资,21024180.0,8581641.0,9578254300.000,12.93,12.93,12.93,12.93,0.0,600683
603956.SH,威派格,7.99,20260813,77024978.3,32172724.45,44852253.85,日涨幅偏离值达7%的证券,单日榜,0.4176920936568443,15/73,32172724.45,1815,10.055096418732788,PCB概念+智慧水务+AI应用,77024978.3,44852253.85,4553551200.000,7.25,7.99,7.21,7.99,10.743801652892564,603956
