股票代码,股票简称,最新价,营业部交易日期,当日龙虎榜买入金额,当日龙虎榜净额,当日龙虎榜卖出金额,当日上榜原因,龙虎榜上榜类型,上市交易日天数,涨跌幅:前复权,涨停原因类别,当日龙虎榜净额/当日龙虎榜买入金额,当日龙虎榜净额/当日龙虎榜买入金额排名,a股市值不含限售股,开盘价:前复权,最高价:前复权,最低价:前复权,收盘价:前复权,振幅,成交量,code
600589.SH,大位科技,11.95,20260528,314929523.25,259094164.0,55835359.25,日涨幅偏离值达7%的证券,单日榜,6056,10.036832412523019,算力租赁+AIDC+东数西算,0.8227052240965154,1/80,17667715000.000,11.95,11.95,11.95,11.95,0.000,48467247,600589
600726.SH,华电能源,9.21,20260528,451437678.66,291453668.66,159984010.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,7252,10.035842293906832,煤炭产销+热电联产+扭亏为盈+央企,0.6456121906463819,3/80,68847846000.000,9.21,9.21,8.97,9.21,2.867,233786896,600726
002428.SZ,云南锗业,89.85,20260528,1569588743.15,978696062.63,590892680.52,日涨幅偏离值达7%的证券,单日榜,3876,10.002448579823685,磷化铟涨价+光纤级锗产品+半导体材料,0.6235366218706816,4/80,58675251000.000,81.01,89.85,79.45,89.85,12.733,90307972,002428
603011.SH,合锻智能,22.65,20260528,370067743.6,227710152.59,142357591.01,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,2807,10.004856726566288,光模块结构件+CCL/PCB层压设备+高端成形机床,0.6153201853661908,5/80,11198487000.000,20.91,22.65,20.21,22.65,11.850,52944914,603011
002636.SZ,金安国纪,53.5,20260528,567079797.77,338280447.88,228799349.89,日涨幅偏离值达7%的证券,单日榜,3520,9.991776315789473,覆铜板行业景气+定增扩产+业绩增长,0.5965305927142234,6/80,38750875000.000,47.4,53.5,47.34,53.5,12.665,67336581,002636
000539.SZ,粤电力A,8.07,20260528,462093238.04,259870316.11,202222921.93,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,7892,9.945504087193466,电力+业绩减亏+广东国资,0.5623763663200476,7/80,20621972000.000,7.9,8.07,7.73,8.07,4.632,149543310,000539
000063.SZ,中兴通讯,38.3,20260528,1611738271.46,749682336.63,862055934.83,日涨幅偏离值达7%的证券,单日榜,6912,9.994256174612282,首次回购+算力+AI手机,0.46513900544838277,13/80,154257890000.000,35.23,38.3,34.45,38.3,11.057,222717370,000063
603032.SH,德新科技,27.69,20260528,158838411.86,69184741.02,89653670.84,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,2278,10.011918951132298,锂电裁切模具+机器人+业绩扭亏,0.4355668141594071,14/80,6418897500.000,26.5,27.69,26.44,27.69,4.966,12439420,603032
603005.SH,晶方科技,45.6,20260528,923856402.97,331702054.82,592154348.15,日换手率达20%的证券,单日榜,2991,6.021855382469202,,0.35904070562659857,18/80,29739030000.000,41.88,46.36,40.99,45.6,12.486,144568467,603005
000509.SZ,华塑控股,5.73,20260528,286964325.2,89444843.93,197519481.27,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,8035,9.980806142034558,PCB钻针澄清+显示终端+CCER,0.31169325269843684,21/80,6149005100.000,5.72,5.73,5.71,5.73,0.384,61540920,000509
002771.SZ,真视通,16.72,20260528,148898225.41,46294047.61,102604177.8,日换手率达20%的证券,单日榜,2651,1.3947847180109185,,0.31091067393534494,22/80,2917885000.000,16.87,17.0,16.15,16.72,5.155,56007144,002771
002421.SZ,达实智能,4.57,20260528,497164276.92,136026236.15,361138040.77,日换手率达20%的证券;日振幅值达15%的证券,单日榜,3879,-0.21834061135370714,,0.2736042038110641,23/80,9155433700.000,4.24,4.96,4.13,4.57,18.122,743179400,002421
600367.SH,红星发展,33.22,20260528,648486492.97,157522364.68,490964128.29,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,6111,9.999999999999998,供货康宁+碳酸锶涨价+碳酸钡龙头,0.24290770337954784,25/80,10695949100.000,30.05,33.22,30.0,33.22,10.662,63008757,600367
002297.SZ,博云新材,22.9,20260528,391660544.37,76873475.99,314787068.38,日换手率达20%的证券;日振幅值达15%的证券,单日榜,4042,-3.3347403967919065,,0.19627577271959762,26/80,13124100400.000,22.1,24.78,21.32,22.9,14.605,233787120,002297
