股票代码,股票简称,最新价,营业部交易日期,当日龙虎榜买入金额,当日龙虎榜净额,当日龙虎榜卖出金额,当日上榜原因,龙虎榜上榜类型,上市交易日天数,涨跌幅:前复权,涨停原因类别,当日龙虎榜净额/当日龙虎榜买入金额,当日龙虎榜净额/当日龙虎榜买入金额排名,a股市值不含限售股,开盘价:前复权,最高价:前复权,最低价:前复权,收盘价:前复权,振幅,成交量,code
002136.SZ,安纳达,12.32,20250521,147241426.36,119227478.36,28013948.0,日振幅值达15%的证券,单日榜,4371,10,钛白粉+锂电池+化工,0.8097413975635708,1/85,2642095000.000,10.95,12.32,10.4,12.32,17.143,42059524,002136
000695.SZ,滨海能源,12.51,20250521,25335408.0,20337993.0,4997415.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,6853,10.026385224,重大资产重组+固态电池+硅基负极+包装印刷,0.8027497721765523,2/85,2773721800.000,12.51,12.51,12.51,12.51,0.000,1362600,000695
600403.SH,大有能源,4.35,20250521,72012288.0,55711055.0,16301233.0,日涨幅偏离值达7%的证券,单日榜,5251,10.126582278,资产注入预期+国企改革+煤炭,0.7736326194773869,3/85,10400033900.000,3.89,4.35,3.89,4.35,11.646,47020635,600403
002510.SZ,天汽模,8.47,20250521,62580903.0,44549890.0,18031013.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,3518,10,拟购东实股份50%股权+大飞机+汽车零部件+特斯拉,0.7118767525614004,4/85,8511053600.000,8.47,8.47,8.47,8.47,0.000,9514368,002510
600379.SH,宝光股份,10.85,20250521,34780497.0,24102099.0,10678398.0,日涨幅偏离值达7%的证券,单日榜,5661,10.040567951,控股股东变更+国企改革+真空灭弧室+储能,0.6929774177752549,6/85,3582687000.000,10.33,10.85,10.21,10.85,6.491,10321302,600379
002811.SZ,郑中设计,14.96,20250521,193963424.0,129507787.1,64455636.9,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,2108,10,AI设计+IP+室内设计+小红书,0.6676917968822823,8/85,4235426600.000,14.96,14.96,14.29,14.96,4.927,24135995,002811
002617.SZ,露笑科技,8.23,20250521,411136749.62,220070415.67,191066333.95,日涨幅偏离值达7%的证券,单日榜,3316,10.026737968,铜缆高速链接+第三代半导体+碳化硅,0.5352730347588819,10/85,15566664000.000,7.52,8.23,7.52,8.23,9.492,261873400,002617
000722.SZ,湖南发展,15.49,20250521,194878770.62,95257495.72,99621274.9,日涨幅偏离值达7%的证券,单日榜,6788,10.014204545,并购重组+电力+光伏,0.48880386209817317,13/85,7189811800.000,13.88,15.49,13.55,15.49,13.778,88449420,000722
002165.SZ,红宝丽,12.79,20250521,444687565.55,167922800.55,276764765.0,日换手率达20%的证券;日涨幅偏离值达7%的证券,单日榜,4295,9.974204643,环氧丙烷+光刻胶,0.3776197347508675,16/85,9306381300.000,11.22,12.79,11.06,12.79,14.875,364620770,002165
600644.SH,乐山电力,15.32,20250521,297310787.34,102650644.08,194660143.26,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,7805,9.978463747,电力+光储,0.3452637726279683,17/85,8248298100.000,14.39,15.32,14.18,15.32,8.184,119977765,600644
000722.SZ,湖南发展,15.49,20250521,285019001.15,96910297.05,188108704.1,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,6788,10.014204545,并购重组+电力+光伏,0.3400134610639449,18/85,7189811800.000,13.88,15.49,13.55,15.49,13.778,88449420,000722
002882.SZ,金龙羽,20.92,20250521,180913985.0,59040444.0,121873541.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,1904,9.989484753,固态电池+电线电缆,0.32634538452071576,19/85,5163205600.000,19.04,20.92,18.65,20.92,11.935,26001516,002882
603630.SH,拉芳家化,28.26,20250521,115120623.94,35022253.28,80098370.66,日振幅值达15%的证券,单日榜,1989,3.251735477,,0.30422223300538515,20/85,6364281400.000,28.2,29.95,25.54,28.26,16.113,23825982,603630
603900.SH,莱绅通灵,9.78,20250521,81742140.2,18633392.0,63108748.2,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,2061,10.011248594,艺术黄金+珠宝首饰+IP经济,0.2279533170334094,23/85,3339956500.000,9.59,9.78,8.48,9.78,14.623,47419059,603900
603017.SH,中衡设计,9.85,20250521,41826230.0,9120051.2,32706178.8,日涨幅偏离值达7%的证券,单日榜,2522,10.055865922,建筑设计+低空经济+商业航天,0.21804621645316824,24/85,2717671900.000,8.8,9.85,8.8,9.85,11.732,29064804,603017
001206.SZ,依依股份,24.35,20250521,146798164.48,30023057.48,116775107.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,972,6.14646905,,0.20451929754265005,25/85,2588781500.000,23.47,25.23,22.62,24.35,11.378,35571768,001206
603955.SH,大千生态,39.55,20250521,342980231.9,68709743.35,274270488.55,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,1990,5.57928457,,0.2003314971518042,26/85,5367726000.000,36.63,40.77,36.63,39.55,11.052,21025265,603955
002040.SZ,南京港,13.18,20250521,158340519.89,26595995.75,131744524.14,日振幅值达15%的证券;日涨幅偏离值达7%的证券,单日榜,4897,10.016694491,地天板+港口+统一大市场+国企改革,0.167967086179055,28/85,6404691100.000,11.8,13.18,10.78,13.18,20.033,128342670,002040
002040.SZ,南京港,13.18,20250521,212207912.77,33463572.76,178744340.01,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,4897,10.016694491,地天板+港口+统一大市场+国企改革,0.15769238914417508,29/85,6404691100.000,11.8,13.18,10.78,13.18,20.033,128342670,002040
