股票代码,股票简称,最新价,最新涨跌幅,上榜日期,营业部名称,营业部类型,营业部排名,营业部买入金额,该营业部买入金额占总成交比例,营业部卖出金额,该营业部卖出金额占总成交比例,营业部净额,营业部买卖方向,上榜原因,营业部上榜类型,上市交易日天数,code
603256.SH,宏和科技,7.45,10.044,20240702,财通证券股份有限公司杭州上塘路证券营业部,游资营业部,1,14893813,13.680524,0.0,0.0,14893813.0,买入金额最大的前5名,日涨幅偏离值达7%的证券,单日榜,1201,603256
002861.SZ,瀛通通讯,10.58,-10.034,20240702,财通证券股份有限公司杭州上塘路证券营业部,游资营业部,1,186975,0.041853,32905243.75,7.365642,-32718268.75,卖出金额最大的前5名,日振幅值达15%的证券;日跌幅偏离值达7%的证券;日换手率达20%的证券,单日榜,1755,002861
002717.SZ,岭南股份,1.07,10.309,20240702,财通证券股份有限公司杭州上塘路证券营业部,游资营业部,5,0,0.0,2543252.0,1.309961,-2543252.0,卖出金额最大的前5名,日振幅值达15%的证券,单日榜,2524,002717
