股票代码,股票简称,最新价,营业部交易日期,当日龙虎榜买入金额,当日龙虎榜净额,当日龙虎榜卖出金额,当日上榜原因,龙虎榜上榜类型,上市交易日天数,涨跌幅:前复权,涨停原因类别,当日龙虎榜净额/当日龙虎榜买入金额,当日龙虎榜净额/当日龙虎榜买入金额排名,a股市值不含限售股,开盘价:前复权,最高价:前复权,最低价:前复权,收盘价:前复权,振幅,成交量,code
603778.SH,国晟科技,3.6,20250211,31536356.0,22721620.0,8814736.0,日涨幅偏离值达7%的证券,单日榜,2211,10.091743119,重大项目中标+“光伏+生态”,0.7204897103520774,1/88,2314285700.000,3.48,3.6,3.41,3.6,5.810,15475350,603778
605398.SH,新炬网络,44.97,20250211,96316373.0,68191257.01,28125115.99,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,979,10.004892368,AI Agent+数据中心运维+华为鲲鹏,0.7079923681303905,2/88,7317355600.000,44.97,44.97,44.97,44.97,0.000,2347161,605398
002031.SZ,巨轮智能,8.32,20250211,603101071.69,364578750.31,238522321.38,日涨幅偏离值达7%的证券,单日榜,4976,10.052910053,人形机器人+XT减速器+轮胎模具,0.604506885203144,5/88,16492303000.000,7.55,8.32,7.51,8.32,10.714,438888070,002031
600633.SH,浙数文化,16.45,20250211,143303075.0,73469096.4,69833978.6,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,7775,10.033444816,算力租赁+AI应用+文生视频+杭州国资,0.5126833209964267,7/88,20859825000.000,16.45,16.45,16.45,16.45,0.000,8413720,600633
002929.SZ,润建股份,42.92,20250211,310446280.85,156062296.85,154383984.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,1685,9.994874423,部署DeepSeek至R1（满血）版本+算力+英伟达+大模型,0.5027030648352506,8/88,9154637800.000,40.98,42.92,40.51,42.92,6.176,31865067,002929
600477.SH,杭萧钢构,2.92,20250211,61201835.24,30530238.71,30671596.53,日涨幅偏离值达7%的证券,单日榜,5162,10.188679245,杭州+数据中心建设+绿色建筑,0.4988451504808175,9/88,6917381200.000,2.7,2.92,2.63,2.92,10.943,97922856,600477
002016.SZ,世荣兆业,7.5,20250211,53409443.0,24362423.0,29047020.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,5003,9.970674487,房地产+物业管理+珠海国资,0.4561444874083409,10/88,6068217200.000,7.5,7.5,7.5,7.5,0.000,4714400,002016
603126.SH,中材节能,6.79,20250211,52439924.0,23664398.0,28775526.0,日涨幅偏离值达7%的证券,单日榜,2558,10.048622366,中字头+余热发电+节能环保,0.45126682487182856,11/88,4145295000.000,6.15,6.79,6.12,6.79,10.859,28522400,603126
002691.SZ,冀凯股份,11.35,20250211,87827518.06,33964986.48,53862531.58,日振幅值达15%的证券,单日榜,3042,9.980620155,机器人+矿山装备+3D打印,0.3867237425153762,15/88,3813376500.000,10.04,11.35,9.53,11.35,17.636,77944862,002691
002123.SZ,梦网科技,17.17,20250211,228430199.0,81362020.0,147068179.0,日涨幅偏离值达7%的证券,单日榜,4344,9.99359385,DeepSeek概念+拟收购碧橙数字控制权+云通信+鸿蒙,0.356178913104217,18/88,12280651900.000,16,17.17,15,17.17,13.901,114256586,002123
603918.SH,金桥信息,17.08,20250211,238174038.42,83528894.25,154645144.17,日换手率达20%的证券,单日榜,2358,7.286432161,,0.35070528595019995,19/88,6255184900.000,16.44,17.51,16.16,17.08,8.480,108592395,603918
002835.SZ,同为股份,23.67,20250211,80746073.0,26209217.0,54536856.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,1969,9.99070632,视频监控+AI智能+外销,0.3245881319825919,21/88,3012809400.000,23.49,23.67,23.02,23.67,3.020,13834254,002835
002397.SZ,梦洁股份,3.87,20250211,73629581.64,21966776.64,51662805.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,3589,9.943181818,床上用品+微盟合作+电子商务+股权转让,0.2983417282934327,24/88,2274988000.000,3.52,3.87,3.5,3.87,10.511,89523008,002397
002881.SZ,美格智能,64.81,20250211,198305909.0,52637565.0,145668344.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,1854,9.996605567,开发DeepSeek-R1模型端侧落地应用+端侧AI,0.2654361903053529,25/88,11734482700.000,64.81,64.81,64.81,64.81,0.000,3678628,002881
600186.SH,莲花控股,7.46,20250211,580672057.46,147042599.46,433629458.0,日振幅值达15%的证券;日换手率达20%的证券,单日榜,6411,10.029498525,部署DeepSeek R1大模型+算力+味精,0.25322830256926754,26/88,13328859900.000,6.53,7.46,6.36,7.46,16.224,558946111,600186
600193.SH,创兴资源,3.95,20250211,48830856.0,11728502.0,37102354.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,6231,10.027855153,算力+稀土永磁+建筑装饰,0.24018628712959691,29/88,1680223400.000,3.95,3.95,3.7,3.95,6.964,36055808,600193
603803.SH,瑞斯康达,13.87,20250211,267252646.0,60849630.0,206403016.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,1896,9.992069786,算力+光通信+ASIC芯片,0.22768579062075966,30/88,5893134900.000,12.87,13.87,12.74,13.87,8.961,115428736,603803
002369.SZ,卓翼科技,8.11,20250211,178249739.0,30488852.56,147760886.44,日换手率达20%的证券,单日榜,3620,1.248439451,,0.1710457066082997,32/88,4587426400.000,8.01,8.8,7.81,8.11,12.360,197033900,002369
000818.SZ,航锦科技,27.05,20250211,264842913.36,41431573.36,223411340.0,日涨幅偏离值达7%的证券,单日榜,6620,10.004066694,幻方合作+算力+英伟达+国企,0.15643829330514203,33/88,18322788000.000,27.05,27.05,25.82,27.05,5.002,87324498,000818
603716.SH,塞力医疗,9.13,20250211,48860539.36,7332084.06,41528455.3,日振幅值达15%的证券;日换手率达20%的证券,单日榜,2011,-3.283898305,,0.15006146383235502,34/88,1743722800.000,9.6,10.38,9.01,9.13,14.513,61173638,603716
603270.SH,金帝股份,26.41,20250211,101381590.48,6908150.32,94473440.16,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,345,9.995835069,机器人+汽车零部件+风电,0.0681400862552339,37/88,1867627200.000,24.01,26.41,23.6,26.41,11.704,19026986,603270
600120.SH,浙江东方,8.21,20250211,439346127.09,27335314.04,412010813.05,日涨幅偏离值达7%的证券,单日榜,6589,10.053619303,澄清未投资DeepSeek+多元金融+浙江国企+年报预增,0.06221817458834766,40/88,28040282000.000,7.5,8.21,7.46,8.21,10.054,459103077,600120
603636.SH,南威软件,14.81,20250211,101355393.77,6277065.67,95078328.1,日振幅值达15%的证券,单日榜,2456,0.816882233,,0.06193124447075985,41/88,8595139300.000,14.3,16.16,13.82,14.81,15.929,125275163,603636
000785.SZ,居然智家,4.18,20250211,131641450.35,6674507.95,124966942.4,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,6687,10,DeepSeek概念+AI智能体+零售+华为,0.050702175737613334,42/88,24653407000.000,4.18,4.18,4.18,4.18,0.000,42642029,000785
600225.SH,退市卓朗,0.25,20250211,6391472.0,173605.25,6217866.75,日跌幅偏离值达7%的证券;退市整理证券,单日榜,6064,-7.407407407,,0.027162013695749585,44/88,852206350.000,0.25,0.27,0.24,0.25,11.111,176385346,600225
