股票代码,股票简称,最新价,营业部交易日期,当日龙虎榜买入金额,当日龙虎榜净额,当日龙虎榜卖出金额,当日上榜原因,龙虎榜上榜类型,当日龙虎榜净额/当日龙虎榜买入金额,当日龙虎榜净额/当日龙虎榜买入金额排名,涨停原因类别,涨跌幅:前复权,上市交易日天数,a股市值不含限售股,开盘价:前复权,最高价:前复权,最低价:前复权,收盘价:前复权,振幅,成交量,code
002178.SZ,延华智能,6.19,20240111,186358550.0,142777304.0,43581246.0,日振幅值达15%的证券,单日榜,0.7661430291231607,1/56,华为鸿蒙+数据中心+数据要素+智慧城市+养老,9.947,3941,4405550400.000,5.30,6.19,5.30,6.19,15.808,117773690.00,002178
002192.SZ,融捷股份,56.95,20240111,323798752.02,215672698.54,108126053.48,日涨幅偏离值达7%的证券,单日榜,0.6660701969804955,3/56,锂矿+比亚迪,10.006,3917,14756897000.000,51.52,56.95,51.19,56.95,11.126,30335345.00,002192
001387.SZ,雪祺电气,32.84,20240111,65340644.76,40801188.03,24539456.73,无价格涨跌幅限制的证券,单日榜,0.6244380994381851,5/56,,113.524,1,1100324330.000,30.00,38.44,29.24,32.84,59.818,25991339.00,001387
000628.SZ,高新发展,49.17,20240111,207893164.0,119464744.0,88428420.0,日涨幅偏离值达7%的证券,单日榜,0.5746448882754028,6/56,拟收购华鲲振宇70%股权+华为算力,10.000,6584,9444280500.000,44.92,49.17,44.92,49.17,9.508,23452307.00,000628
605081.SH,太和水,15.47,20240111,25337331.3,14173895.95,11163435.35,日涨幅偏离值达7%的证券,单日榜,0.5594076101455878,8/56,环保+水环境生态+新零售,10.028,709,1321279940.000,14.05,15.47,13.96,15.47,10.740,7415710.00,605081
603219.SH,富佳股份,16.52,20240111,93275870.58,47193459.58,46082411.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,0.5059557127319819,9/56,机器人+吸尘器+外销+储能,9.987,522,2565312200.000,15.00,16.52,14.98,16.52,10.253,19733860.00,603219
002584.SZ,西陇科学,10.49,20240111,178545834.0,81149927.5,97395906.5,日涨幅偏离值达7%的证券,单日榜,0.4545047379822931,10/56,光刻胶+阿尔兹海默+锂电池+重组蛋白+核污染防治,9.958,3068,4536838900.000,9.45,10.49,9.38,10.49,11.635,146013500.00,002584
000982.SZ,中银绒业,1.72,20240111,140207104.98,60474612.98,79732492.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,0.43132345531723565,11/56,羊绒制品贸易+锂电池+石墨烯,10.256,5707,7330428500.000,1.52,1.72,1.51,1.72,13.462,438361240.00,000982
002882.SZ,金龙羽,20.46,20240111,290384794.15,108160420.59,182224373.56,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,0.3724727422680717,14/56,固态电池+电线电缆,10.000,1580,5043901500.000,18.38,20.46,17.82,20.46,14.194,65395525.00,002882
603628.SH,清源股份,22.97,20240111,195923047.82,72729400.56,123193647.26,日涨幅偏离值达7%的证券,单日榜,0.37121411375153035,15/56,光伏+BIPV+储能,10.010,1702,6289186000.000,20.90,22.97,20.89,22.97,9.962,75880661.00,603628
603312.SH,西典新能,41.70,20240111,85950667.49,29298141.33,56652526.16,无价格涨跌幅限制的证券,单日榜,0.3408715974591904,16/56,,43.694,1,1421267300.000,42.50,46.66,41.11,41.70,19.125,23303098.00,603312
001314.SZ,亿道信息,55.19,20240111,192438343.44,63626403.96,128811939.48,日换手率达20%的证券,单日榜,0.33063267341956704,17/56,,6.135,225,1937803700.000,51.10,56.90,50.90,55.19,11.539,13909553.00,001314
002738.SZ,中矿资源,40.70,20240111,373300747.67,91204731.47,282096016.2,日涨幅偏离值达7%的证券,单日榜,0.24431971283011064,21/56,锂电池,10.000,2199,29222809000.000,36.80,40.70,36.62,40.70,11.027,47416057.00,002738
002395.SZ,双象股份,21.90,20240111,156482787.0,34224346.1,122258440.9,日振幅值达15%的证券,单日榜,0.2187099728738855,23/56,,-5.195,3332,5873777100.000,20.90,23.91,20.79,21.90,13.507,48971743.00,002395
002347.SZ,泰尔股份,6.90,20240111,85481504.8,15953273.47,69528231.33,日振幅值达15%的证券,单日榜,0.18662836489981868,24/56,,-1.429,3391,3404342000.000,6.30,7.34,6.30,6.90,14.857,148271990.00,002347
002882.SZ,金龙羽,20.46,20240111,185685217.5,33262309.63,152422907.87,日涨幅偏离值达7%的证券,单日榜,0.17913278223130497,25/56,固态电池+电线电缆,10.000,1580,5043901500.000,18.38,20.46,17.82,20.46,14.194,65395525.00,002882
001339.SZ,智微智能,41.91,20240111,151869754.0,27200737.0,124669017.0,日换手率达20%的证券,单日榜,0.17910568947125574,26/56,鸿蒙概念+AI概念+PC+机器人,10.000,344,2973912600.000,37.00,41.91,36.99,41.91,12.913,27251020.00,001339
601086.SH,国芳集团,6.64,20240111,53341001.12,8310694.12,45030307.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,0.15580311478038492,29/56,零售+拟回购+参股券商,9.934,1526,4422240000.000,6.64,6.64,6.30,6.64,5.629,39734333.00,601086
003025.SZ,思进智能,17.53,20240111,77416127.79,5028103.8,72388023.99,日跌幅偏离值达7%的证券,单日榜,0.06494904800249503,32/56,,-5.702,750,4148088200.000,16.73,18.04,16.73,17.53,7.047,60208526.00,003025
002708.SZ,光洋股份,9.41,20240111,152303071.4,6413657.4,145889414.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,0.04211114944068029,34/56,飞行汽车+机器人减速器+华为汽车+消费电子,10.059,2429,3847860400.000,9.28,9.41,8.66,9.41,8.772,77451888.00,002708
