股票代码,股票简称,最新价,营业部交易日期,当日龙虎榜买入金额,当日龙虎榜净额,当日龙虎榜卖出金额,当日上榜原因,龙虎榜上榜类型,当日龙虎榜净额/当日龙虎榜买入金额,当日龙虎榜净额/当日龙虎榜买入金额排名,涨停原因类别,涨跌幅:前复权,上市交易日天数,a股市值不含限售股,开盘价:前复权,最高价:前复权,最低价:前复权,收盘价:前复权,振幅,成交量,code
603955.SH,大千生态,15.51,20241111,72492005.7,42891325.8,29600679.9,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,0.5916697349705141,2/104,实控人拟变更+生态景观+城市更新,10,1864,2105017200.000,15.51,15.51,15.51,15.51,0.000,5290110,603955
600816.SH,建元信托,4.02,20241111,154958419.57,81479694.85,73478724.72,日涨幅偏离值达7%的证券,单日榜,0.5258165066222351,5/104,信托+国有控股,10.136986301,7481,21985934000.000,3.75,4.02,3.75,4.02,7.397,193574286,600816
002298.SZ,中电兴发,6.33,20241111,72449640.76,37979370.76,34470270.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,0.5242175166307891,6/104,信创+华为+无线充电+储能,10.086956522,3669,4137702100.000,6.33,6.33,6.33,6.33,0.000,8146900,002298
002460.SZ,赣锋锂业,39.6,20241111,782575873.43,386642247.91,395933625.52,日涨幅偏离值达7%的证券,单日榜,0.4940635931125271,7/104,锂矿龙头,10,3461,47865383000.000,36,39.6,35.91,39.6,10.250,100302203,002460
600292.SH,远达环保,14.88,20241111,258018159.02,127272828.24,130745330.78,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,0.4932708175401506,8/104,,6.743185079,5826,11618555300.000,15.33,15.33,13.59,14.88,12.482,145709154,600292
002156.SZ,通富微电,36.87,20241111,1347529554.89,655247607.02,692281947.87,日涨幅偏离值达7%的证券,单日榜,0.486258430950324,9/104,先进封装+AMD+存储器,9.994033413,4189,55947396000.000,35.06,36.87,34.4,36.87,7.369,304754740,002156
600333.SH,长春燃气,5.89,20241111,41743036.94,19936162.26,21806874.68,日涨幅偏离值达7%的证券,单日榜,0.4775925213265042,10/104,燃气+长春国资,10.093457944,5798,3587190700.000,5.25,5.89,5.11,5.89,14.579,45560926,600333
600966.SH,博汇纸业,5.92,20241111,165627507.17,75124651.76,90502855.41,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,0.4535759370144483,12/104,造纸+三季报扭亏+解决同业竞争预期,10.037174721,4966,7914118200.000,5.34,5.92,5.34,5.92,10.781,95607343,600966
600732.SH,爱旭股份,15.52,20241111,405246221.14,168245432.27,237000788.87,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,0.41516841735552285,14/104,光伏+BC电池,9.992912828,6845,24786955000.000,13.99,15.52,13.8,15.52,12.190,73985177,600732
000625.SZ,长安汽车,15.55,20241111,1258079007.32,487402678.51,770676328.81,日涨幅偏离值达7%的证券,单日榜,0.38741817936242395,17/104,固态电池+汽车整车+华为汽车+央企,9.971711457,6649,127703341000.000,14.08,15.55,14.01,15.55,10.891,630538900,000625
603283.SH,赛腾股份,86.49,20241111,406165442.1,148962928.6,257202513.5,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,0.3667543152608354,18/104,半导体检测装备+封测+苹果,9.996184662,1668,16865693000.000,81.18,86.49,80.11,86.49,8.114,12219372,603283
002165.SZ,红宝丽,4.91,20241111,71317379.0,23219016.4,48098362.6,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,0.3255730472091522,20/104,光刻胶+环氧丙烷衍生品+聚氨酯,10.089686099,4169,3572660800.000,4.91,4.91,4.91,4.91,0.000,11858400,002165
000833.SZ,粤桂股份,7.87,20241111,119598593.02,35956957.84,83641635.18,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,0.30064699702601905,21/104,机制糖+锂电池+光伏+广东国资,10.06993007,6298,3570634900.000,7.75,7.87,7.71,7.87,2.238,14413225,000833
603083.SH,剑桥科技,55.6,20241111,543392072.27,162383978.3,381008093.97,日换手率达20%的证券,单日榜,0.29883391125241676,22/104,,6.799846331,1699,14738293000.000,52.06,56.55,50.43,55.6,11.756,67757147,603083
