股票代码,股票简称,最新价,营业部交易日期,当日龙虎榜买入金额,当日龙虎榜净额,当日龙虎榜卖出金额,当日上榜原因,龙虎榜上榜类型,上市交易日天数,涨跌幅:前复权,涨停原因类别,当日龙虎榜净额/当日龙虎榜买入金额,当日龙虎榜净额/当日龙虎榜买入金额排名,a股市值不含限售股,开盘价:前复权,最高价:前复权,最低价:前复权,收盘价:前复权,振幅,成交量,code
600358.SH,国旅联合,3.94,20250115,33368305.0,23740157.0,9628148.0,日涨幅偏离值达7%的证券,单日榜,5895,10.055865922,营销+旅游+国企改革,0.7114582835418221,2/63,1989450400.000,3.94,3.94,3.91,3.94,0.838,12144100,600358
600367.SH,红星发展,13.15,20250115,87897438.52,60811998.47,27085440.05,日涨幅偏离值达7%的证券,单日榜,5784,10.041841004,小金属+锂电池+国企改革,0.6918517705855896,3/63,4233947300.000,11.88,13.15,11.84,13.15,10.962,29696374,600367
600714.SH,金瑞矿业,11.62,20250115,81203280.56,54614260.56,26589020.0,日涨幅偏离值达7%的证券,单日榜,6942,10.037878788,液晶玻璃基板+锶盐+硫磺+小金属,0.672562243586283,5/63,3348608300.000,10.51,11.62,10.51,11.62,10.511,18083903,600714
600984.SH,建设机械,3.5,20250115,36692899.0,23811169.68,12881729.32,日涨幅偏离值达7%的证券,单日榜,4991,10.062893082,工程机械+西部大开发+一带一路+陕西国资,0.6489312735960164,7/63,4399653700.000,3.18,3.5,3.14,3.5,11.321,29430480,600984
002131.SZ,利欧股份,4.04,20250115,317904273.5,157955164.68,159949108.82,日涨幅偏离值达7%的证券,单日榜,4309,10.081743869,AI营销+小红书+TikTok+华为鲸鸿,0.49686392366159876,9/63,23639074000.000,4.03,4.04,3.88,4.04,4.360,588276110,002131
002640.SZ,跨境通,5.19,20250115,177308125.9,79032638.9,98275487.0,日涨幅偏离值达7%的证券,单日榜,3184,9.957627119,跨境电商+三胎概念+重整预期,0.4457361358868212,11/63,7405600400.000,4.75,5.19,4.71,5.19,10.170,344618180,002640
002582.SZ,好想你,9.52,20250115,167750124.11,72146332.07,95603792.04,日换手率达20%的证券,单日榜,3321,10.057803468,微信小店+红枣+间接参投蜜雪冰城,0.43008213825636843,12/63,3276018800.000,8.83,9.52,8.7,9.52,9.480,138652260,002582
002552.SZ,宝鼎科技,16.72,20250115,121402907.0,52051221.21,69351685.79,日振幅值达15%的证券,单日榜,3378,10,覆铜板+黄金+国企,0.42874773344595446,13/63,5354309100.000,14.88,16.72,14.12,16.72,17.105,44895255,002552
600981.SH,汇鸿集团,2.7,20250115,31520676.5,11717953.5,19802723.0,日涨幅偏离值达7%的证券,单日榜,4996,10.204081633,参股弘业期货+供应链运营+资产置换,0.3717545053323967,14/63,6054569600.000,2.46,2.7,2.38,2.7,13.061,47384149,600981
002187.SZ,广百股份,9.15,20250115,188076241.0,58513928.0,129562313.0,日振幅值达15%的证券,单日榜,4170,9.975961538,百货零售+IP经济+黄金珠宝+国企,0.31111812788729654,15/63,4731565300.000,8.08,9.15,7.68,9.15,17.668,136754740,002187
002164.SZ,宁波东力,6.39,20250115,72347057.28,22293029.28,50054028.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,4230,9.982788296,行星减速器+齿轮箱+传动装置,0.3081400974433663,16/63,3065763600.000,6.39,6.39,6.29,6.39,1.721,36094863,002164
603177.SH,德创环保,8.69,20250115,55028308.0,15723139.0,39305169.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,1933,10,钠离子电池+氢能源+节能环保+出海,0.28572819284212775,17/63,1774428500.000,8.63,8.69,8.62,8.69,0.886,8375900,603177
000795.SZ,英洛华,13.01,20250115,337002963.17,92767763.75,244235199.42,日涨幅偏离值达7%的证券,单日榜,6654,9.974640744,稀土永磁+机器人+健康器材,0.27527284293700294,18/63,14749230000.000,11.61,13.01,11.37,13.01,13.863,279100500,000795
000679.SZ,大连友谊,6.5,20250115,114783477.36,30466403.36,84317074.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,6780,5.177993528,,0.2654249902575002,19/63,2316600000.000,6.08,6.8,5.9,6.5,14.563,62906720,000679
002031.SZ,巨轮智能,6.68,20250115,477659893.82,120668469.43,356991424.39,日涨幅偏离值达7%的证券;日换手率达20%的证券,单日榜,4963,10.049423394,人形机器人+RV减速器+轮胎模具,0.2526242437165394,21/63,13241416700.000,6.35,6.68,6.26,6.68,6.919,687702300,002031
002265.SZ,建设工业,33.9,20250115,339233176.96,84668011.28,254565165.68,日涨幅偏离值达7%的证券,单日榜,3997,9.993510707,机器人+无人驾驶+中兵系,0.24958647039992632,22/63,13664989000.000,31.7,33.9,31.59,33.9,7.495,84553907,002265
600128.SH,苏豪弘业,12.73,20250115,90091859.37,15818605.36,74273254.01,日振幅值达15%的证券;日换手率达20%的证券,单日榜,6638,10.025929127,AI玩具+跨境电商+参股弘业期货+江苏国资,0.17558307121883523,23/63,3141350300.000,12,12.73,10.9,12.73,15.817,68423837,600128
002917.SZ,金奥博,15.8,20250115,140416955.5,19658069.9,120758885.6,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,1725,10.027855153,机器人+民爆+芯片概念+一带一路,0.1399978359451042,24/63,4116614600.000,15.8,15.8,15.8,15.8,0.000,2969200,002917
002582.SZ,好想你,9.52,20250115,367265310.21,25244630.96,342020679.25,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,3321,10.057803468,微信小店+红枣+间接参投蜜雪冰城,0.06873676946392046,26/63,3276018800.000,8.83,9.52,8.7,9.52,9.480,138652260,002582
