股票代码,股票简称,最新价,营业部交易日期,当日龙虎榜买入金额,当日龙虎榜净额,当日龙虎榜卖出金额,当日上榜原因,龙虎榜上榜类型,上市交易日天数,涨跌幅:前复权,涨停原因类别,当日龙虎榜净额/当日龙虎榜买入金额,当日龙虎榜净额/当日龙虎榜买入金额排名,a股市值不含限售股,开盘价:前复权,最高价:前复权,最低价:前复权,收盘价:前复权,振幅,成交量,code
002261.SZ,拓维信息,39.05,20260306,1250320402.42,902115067.97,348205334.45,日涨幅偏离值达7%的证券,单日榜,4279,9.999999999999991,华为昇腾+AI算力+鸿蒙+扭亏,0.7215071162751185,3/67,44737722000.000,34.88,39.05,34.59,39.05,12.563,204167440,002261
001696.SZ,宗申动力,25.54,20260306,533144314.55,370642672.08,162501642.47,日涨幅偏离值达7%的证券,单日榜,7033,9.991386735572783,无人机+商业航天+业绩高增+氢能源,0.6952013966290546,4/67,22766311000.000,23.25,25.54,22.88,25.54,11.456,155001030,001696
002506.SZ,协鑫集成,5.56,20260306,1235542033.1,694913324.89,540628708.21,日涨幅偏离值达7%的证券,单日榜,3715,10.099009900990096,TOPCon电池+储能系统+光伏组件,0.5624360048249014,5/67,32495038000.000,5.07,5.56,5.0,5.56,11.089,1091928530,002506
603778.SH,国晟科技,17.11,20260306,167044479.64,87563888.44,79480591.2,日涨幅偏离值达7%的证券,单日榜,2470,10.032154340836005,固态电池+异质结光伏+AI新公司,0.5241950445097631,6/67,10999285700.000,15.86,17.11,15.78,17.11,8.553,94378265,603778
603158.SH,腾龙股份,10.96,20260306,43113999.0,21969544.0,21144455.0,日涨幅偏离值达7%的证券,单日榜,2664,10.04016064257028,氢能源+液冷服务器+新能源车热管理,0.509568690206631,7/67,5378840800.000,9.98,10.96,9.94,10.96,10.241,26923604,603158
000815.SZ,美利云,16.31,20260306,539253333.03,268887500.54,270365832.49,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,6725,9.979770734996618,东数西算+算电协同+扭亏为盈+央企,0.49862927880139996,8/67,11339740100.000,15.17,16.31,15.08,16.31,8.294,96148503,000815
600354.SH,敦煌种业,7.63,20260306,218020124.71,102548475.2,115471649.51,日换手率达20%的证券,单日榜,5374,9.942363112391922,种业+转基因+甘肃国资,0.4703624279474434,10/67,4027129900.000,6.91,7.63,6.91,7.63,10.375,167211737,600354
600590.SH,泰豪科技,16.18,20260306,367117111.02,171670182.94,195446928.08,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,5748,9.993201903467021,氢能源+军工电源+扭亏为盈,0.4676169477991116,11/67,13648955000.000,15.86,16.18,15.8,16.18,2.583,30954355,600590
600227.SH,赤天化,3.29,20260306,75060745.82,32771768.12,42288977.7,日涨幅偏离值达7%的证券,单日榜,6316,10.033444816053505,甲醇+尿素+化肥+煤炭,0.4366032839400317,13/67,4203303400.000,2.92,3.29,2.91,3.29,12.709,177688785,600227
000509.SZ,华塑控股,3.99,20260306,151890105.0,63281514.5,88608590.5,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,7980,9.917355371900834,工业母机+面板+双碳+湖北国资,0.4166269718491537,14/67,4281768000.000,3.65,3.99,3.5,3.99,13.499,166484420,000509
603318.SH,水发燃气,10.13,20260306,192558977.0,70417609.0,122141368.0,日换手率达20%的证券;日振幅值达15%的证券,单日榜,2640,5.5208333333333455,,0.36569372198108424,16/67,4650388500.000,9.31,10.55,8.65,10.13,19.792,153859925,603318
600319.SH,亚星化学,8.86,20260306,26349641.0,7423535.0,18926106.0,日涨幅偏离值达7%的证券,单日榜,6052,10.062111801242219,PVDC+烧碱+潍坊国资+重大资产重组,0.28173192188842344,22/67,3435105100.000,7.98,8.86,7.98,8.86,10.932,11953301,600319
002339.SZ,积成电子,13.09,20260306,251630707.56,63295586.17,188335121.39,日换手率达20%的证券,单日榜,3911,3.15208825847124,,0.251541581644631,25/67,6267408300.000,12.98,13.3,12.47,13.09,6.541,146125800,002339
002112.SZ,三变科技,25.12,20260306,281684178.38,69973172.36,211711006.02,日换手率达20%的证券,单日榜,4632,3.331962155491577,,0.24841001991103737,26/67,6583438300.000,23.96,26.0,23.86,25.12,8.803,90498688,002112
002207.SZ,准油股份,13.13,20260306,110404140.36,26882675.64,83521464.72,日跌幅偏离值达7%的证券,单日榜,4397,-6.214285714285708,,0.24349336494394494,27/67,3424460200.000,13.14,13.76,12.88,13.13,6.286,70245783,002207
603316.SH,诚邦股份,16.94,20260306,182696183.4,42250039.4,140446144.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,2116,10.000000000000005,存储芯片+企业级SSD+定增扩产,0.23125846754826077,28/67,4476632200.000,15.41,16.94,15.41,16.94,9.935,20372297,603316
600498.SH,烽火通信,52.76,20260306,1175988809.74,252016126.24,923972683.5,日跌幅偏离值达7%的证券,单日榜,5949,-7.063589924255777,,0.21430146626626354,29/67,67090748000.000,55.5,56.13,52.4,52.76,6.570,137240804,600498
002490.SZ,山东墨龙,13.2,20260306,689175285.03,133241694.14,555933590.89,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,3735,3.937007874015748,,0.1933349860829672,30/67,7150730400.000,12.81,13.65,12.45,13.2,9.449,207642730,002490
603826.SH,坤彩科技,23.9,20260306,251096623.71,34219098.59,216877525.12,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,2159,8.537693006357852,,0.13627860894506014,33/67,15659280000.000,21.94,24.05,21.8,23.9,10.218,22117628,603826
001896.SZ,豫能控股,15.88,20260306,271957043.72,33737194.57,238219849.15,日涨幅偏离值达7%的证券,单日榜,6812,9.972299168975077,参股算力+火电+绿电储备+河南国资,0.12405339500871669,34/67,24229408000.000,14.04,15.88,14.03,15.88,12.812,236409600,001896
600482.SH,中国动力,39.26,20260306,1027501982.72,111893586.05,915608396.67,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,5258,10.002801905295602,燃机(暂未应用数据中心)+氢能源+军工舰船动力+央企,0.10889865706516269,35/67,88476369000.000,35.7,39.26,35.7,39.26,9.975,46813474,600482
002491.SZ,通鼎互联,11.46,20260306,275548364.22,21733603.64,253814760.58,日跌幅偏离值达7%的证券,单日榜,3735,-6.065573770491791,,0.07887400711494595,37/67,13482333000.000,11.8,12.06,11.26,11.46,6.557,170135540,002491
600108.SH,亚盛集团,5.52,20260306,300229007.58,22807959.42,277421048.16,日换手率达20%的证券;日振幅值达15%的证券,单日榜,6920,9.9601593625498,粮食概念+玉米种子+土地流转+甘肃国资,0.07596854016153826,38/67,10746971500.000,4.85,5.52,4.71,5.52,16.136,493047908,600108
002952.SZ,亚世光电,26.13,20260306,55068739.0,427302.5,54641436.5,日振幅值达15%的证券,单日榜,1682,-1.3962264150943433,,0.007759438617252521,41/67,3439884700.000,25.75,28.5,24.75,26.13,14.151,24498131,002952
002498.SZ,汉缆股份,9.83,20260306,397289190.02,2212809.71,395076380.31,日涨幅偏离值达7%的证券,单日榜,3722,9.955257270693519,特高压+电网设备+海上风电,0.005569770750340841,42/67,32702405000.000,9.54,9.83,9.39,9.83,4.922,331781360,002498
