股票代码,股票简称,最新价,最新涨跌幅,上榜日期,营业部名称,营业部类型,营业部排名,营业部买入金额,该营业部买入金额占总成交比例,营业部卖出金额,该营业部卖出金额占总成交比例,营业部净额,营业部买卖方向,上榜原因,营业部上榜类型,上市交易日天数,code
000020.SZ,深华发A,12.33,-10.000,20240911,财通证券股份有限公司杭州上塘路证券营业部,游资营业部,1,97565,0.104448,12215331,13.077076,-12117766,卖出金额最大的前5名,日跌幅偏离值达7%的证券,单日榜,7885,000020
000058.SZ,深赛格,6.62,-9.932,20240911,财通证券股份有限公司杭州上塘路证券营业部,游资营业部,2,62566,0.012653,25841857,5.226283,-25779291,卖出金额最大的前5名,日跌幅偏离值达7%的证券,单日榜,6718,000058
