股票代码,股票简称,最新价,营业部交易日期,当日龙虎榜买入金额,当日龙虎榜净额,当日龙虎榜卖出金额,当日上榜原因,龙虎榜上榜类型,当日龙虎榜净额/当日龙虎榜买入金额,当日龙虎榜净额/当日龙虎榜买入金额排名,营业部净额合计,上市交易日天数,涨跌幅:前复权,涨停原因类别,营业部买入金额合计,营业部卖出金额合计,a股市值不含限售股,开盘价:前复权,最高价:前复权,最低价:前复权,收盘价:前复权,振幅,code
600397.SH,江钨装备,16.89,20260806,221157105.8,149668179.8,71488926.0,日涨幅偏离值达7%的证券,单日榜,0.6767504903747027,2/104,149668179.8,5853,10.032573289902286,钨钽铌资产注入+磁选装备+江西国资,221157105.8,71488926.0,16720422000.000,16.5,16.89,16.5,16.89,2.540716612377854,600397
603773.SH,沃格光电,86.43,20260806,571346350.7,302862170.7,268484180.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,0.5300850706912548,4/104,302862170.7,2017,10.00381825124095,TGV玻璃基板+CPO+先进封装,571346350.7,268484180.0,19418974000.000,81.58,86.43,80.98,86.43,6.936489754359175,603773
603629.SH,利通电子,122.52,20260806,2272655089.73,1108311759.78,1164343329.95,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,0.4876726630399827,5/104,1108311759.78,1847,8.761651131824227,,2272655089.73,1164343329.95,44195831000.000,112.31,123.92,112.31,122.52,10.306258322237017,603629
002428.SZ,云南锗业,90.98,20260806,2370099930.67,1153853827.89,1216246102.78,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,0.4868376277973304,6/104,479146325.25,3925,9.998790956353538,磷化铟+重大合同+锗业龙头,1382725102.56,903578777.31,59413181000.000,89.0,90.98,88.0,90.98,3.6029500664974052,002428
600206.SH,有研新材,43.79,20260806,1738099570.84,753233211.53,984866359.31,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,0.4333659729091197,7/104,753233211.53,6642,9.997488068324532,半年报增长+半导体靶材+聚焦集成电路+央企,1738099570.84,984866359.31,37070570000.000,40.8,43.79,40.5,43.79,8.264255212258224,600206
600601.SH,方正科技,11.7,20260806,1578170959.99,619953004.11,958217955.88,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,0.3928300671011766,8/104,619953004.11,8698,9.962406015037581,PCB+光模块+业绩预增+珠海国资,1578170959.99,958217955.88,48792431000.000,10.39,11.7,10.39,11.7,12.312030075187957,600601
603106.SH,恒银科技,10.04,20260806,170237353.63,62795431.61,107441922.02,日换手率达20%的证券;日振幅值达15%的证券,单日榜,0.36886987650478786,10/104,62795431.61,2153,9.967141292442477,金融智能终端+AI应用+金融信创,170237353.63,107441922.02,5226020800.000,8.98,10.04,8.57,10.04,16.100766703176326,603106
002428.SZ,云南锗业,90.98,20260806,1382725102.56,479146325.25,903578777.31,日涨幅偏离值达7%的证券,单日榜,0.3465231985467687,11/104,479146325.25,3925,9.998790956353538,磷化铟+重大合同+锗业龙头,1382725102.56,903578777.31,59413181000.000,89.0,90.98,88.0,90.98,3.6029500664974052,002428
601231.SH,环旭电子,27.52,20260806,861772404.13,272077406.81,589694997.32,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,0.3157184025690345,13/104,272077406.81,3515,6.0092449922958355,,861772404.13,589694997.32,65743510000.000,25.96,27.88,25.8,27.52,8.012326656394446,601231
603990.SH,麦迪科技,20.7,20260806,411792225.44,129373019.62,282419205.82,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,0.31417062204553503,14/104,129373019.62,2346,8.263598326359823,,411792225.44,282419205.82,6318580400.000,18.84,20.86,18.62,20.7,11.71548117154811,603990
