股票代码,股票简称,最新价,最新涨跌幅,上榜日期,营业部名称,营业部类型,营业部排名,营业部买入金额,该营业部买入金额占总成交比例,营业部卖出金额,该营业部卖出金额占总成交比例,营业部净额,营业部买卖方向,上榜原因,营业部上榜类型,上市交易日天数,code
600753.SH,庚星股份,6.24,4.000,20240808,财通证券股份有限公司杭州上塘路证券营业部,游资营业部,1,14906354.6,6.9431,0.0,0.0,14906354.6,买入金额最大的前5名,日振幅值达15%的证券,单日榜,6755,600753
600561.SH,江西长运,4.67,-9.846,20240808,财通证券股份有限公司杭州上塘路证券营业部,游资营业部,1,0.0,0.0,38808887.11,5.516401,-38808887.11,卖出金额最大的前5名,"连续三个交易日内,跌幅偏离值累计达20%的证券",三日榜,5361,600561
600272.SH,开开实业,11.08,0.727,20240808,财通证券股份有限公司杭州上塘路证券营业部,游资营业部,5,5674765.0,1.344133,0.0,0.0,5674765.0,买入金额最大的前5名,日换手率达20%的证券,单日榜,5692,600272
