股票代码,股票简称,最新价,营业部交易日期,当日龙虎榜买入金额,当日龙虎榜净额,当日龙虎榜卖出金额,当日上榜原因,龙虎榜上榜类型,当日龙虎榜净额/当日龙虎榜买入金额,当日龙虎榜净额/当日龙虎榜买入金额排名,涨停原因类别,涨跌幅:前复权,上市交易日天数,a股市值不含限售股,开盘价:前复权,最高价:前复权,最低价:前复权,收盘价:前复权,振幅,成交量,code
600841.SH,动力新科,4.05,20240906,26077393.0,21212875.0,4864518.0,日涨幅偏离值达7%的证券,单日榜,0.8134584235471698,1/52,无人驾驶+换电+柴油机+上海国资,10.054,7417,3726583700.000,3.69,4.05,3.68,4.05,10.054,11713400,600841
002104.SZ,恒宝股份,6.38,20240906,54749493.0,38769043.0,15980450.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,0.7081169317860168,2/52,金融科技+移动支付+华为,10.000,4296,3798141800.000,6.38,6.38,6.38,6.38,0.000,15821391,002104
000750.SZ,国海证券,3.19,20240906,169542120.0,120011628.0,49530492.0,日涨幅偏离值达7%的证券,单日榜,0.7078573041318582,4/52,证券+广西国资,10.000,6591,18489891000.000,3.19,3.19,3.19,3.19,0.000,142619270,000750
001696.SZ,宗申动力,12.45,20240906,271390445.94,157570206.74,113820239.2,日换手率达20%的证券,单日榜,0.5806033672048876,5/52,,7.143,6676,11097179600.000,11.59,12.78,11.55,12.45,10.585,208562110,001696
002520.SZ,日发精机,5.43,20240906,141421258.02,77631423.66,63789834.36,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,0.5489374422692608,6/52,工业母机+万丰奥威+减速器+人形机器人,9.919,3342,3502025100.000,4.94,5.43,4.72,5.43,14.373,136844290,002520
002640.SZ,跨境通,1.77,20240906,69774495.5,38207251.5,31567244.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,0.5475819097824935,7/52,跨境电商+三胎+低价小盘股,9.938,3099,2525609400.000,1.64,1.77,1.64,1.77,8.075,98344348,002640
601162.SH,天风证券,2.63,20240906,249002142.0,130255618.28,118746523.72,日涨幅偏离值达7%的证券,单日榜,0.5231104328411761,9/52,证券+国企,10.042,1432,22790942000.000,2.5,2.63,2.43,2.63,8.368,844871335,601162
002036.SZ,联创电子,7.43,20240906,101522690.81,46865933.81,54656757.0,日涨幅偏离值达7%的证券,单日榜,0.4616301384062971,12/52,车载ADAS镜头+无人驾驶+虚拟现实+华为+特斯拉概念,10.074,4864,7827661200.000,7.06,7.43,6.9,7.43,7.852,104254594,002036
002520.SZ,日发精机,5.43,20240906,97400312.44,44382421.08,53017891.36,日振幅值达15%的证券;日涨幅偏离值达7%的证券,单日榜,0.45567021263243085,13/52,工业母机+万丰奥威+减速器+人形机器人,9.919,3342,3502025100.000,4.94,5.43,4.72,5.43,14.373,136844290,002520
000058.SZ,深赛格,7.43,20240906,148181145.95,59216522.23,88964623.72,日振幅值达15%的证券,单日榜,0.39962251506666796,14/52,,4.062,6715,7316407200.000,6.75,7.85,6.43,7.43,19.888,116041411,000058
600611.SH,大众交通,11.44,20240906,293058847.78,112325255.04,180733592.74,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,0.3832856639234549,16/52,持股国泰君安+网约车+交通运输,10.000,7821,17884339000.000,11.44,11.44,11.44,11.44,0.000,17277712,600611
001298.SZ,好上好,30.25,20240906,108798326.55,39317342.18,69480984.37,日涨幅偏离值达7%的证券;日换手率达20%的证券,单日榜,0.3613781886795023,17/52,华为海思+存储芯片+AI眼镜+分销+外销,10.000,454,3182184600.000,28.5,30.25,26.72,30.25,12.836,35200658,001298
001298.SZ,好上好,30.25,20240906,140430997.79,46262093.11,94168904.68,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,0.32942935561264164,18/52,华为海思+存储芯片+AI眼镜+分销+外销,10.000,454,3182184600.000,28.5,30.25,26.72,30.25,12.836,35200658,001298
600650.SH,锦江在线,12.39,20240906,135542985.46,44074037.78,91468947.68,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,0.32516649703725653,19/52,持股国泰君安+上海国资+无人出租车+车辆营运,10.036,7610,4839039300.000,12,12.39,11.82,12.39,5.062,34922609,600650
600676.SH,交运股份,3.61,20240906,27954802.0,3443344.5,24511457.5,日涨幅偏离值达7%的证券,单日榜,0.12317542080963406,22/52,参股上海大众交运出租+物流+汽车零部件+上海国资,10.061,7529,3712859500.000,3.32,3.61,3.32,3.61,8.842,61354569,600676
600148.SH,长春一东,13.59,20240906,25428716.0,1435316.0,23993400.0,日涨幅偏离值达7%的证券,单日榜,0.05644469032569321,23/52,中兵系+汽车零部件+传感器+换电,10.041,6382,1923208600.000,12.29,13.59,12.29,13.59,10.526,10191142,600148
603123.SH,翠微股份,7,20240906,94507547.74,4531195.45,89976352.29,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,0.0479453287949634,24/52,第三方支付+数字货币+商业零售+国企,10.063,3006,4565931600.000,6.88,7,6.71,7,4.560,46605052,603123
